10,Drug Type: HUMAN OTC DRUG,Salactic Film,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,LIQUID,"Get an overview of SALACTIC FILM (salicylic acid liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salactic Film can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salactic Film.",https://www.healthgrades.com/drugs/fda/salactic-film-salicylic-acid-liquid
11,Drug Type: HUMAN PRESCRIPTION DRUG,Salagen,PILOCARPINE HYROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FILM COATED","Get an overview of SALAGEN (pilocarpine hyrochloride tablet, film coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salagen can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salagen.",https://www.healthgrades.com/drugs/fda/salagen-pilocarpine-hyrochloride-tablet-film-coated
12,Drug Type: HUMAN OTC DRUG,Salic-2,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,GEL,"Get an overview of SALIC-2 (salicylic acid gel), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salic-2 can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salic-2.",https://www.healthgrades.com/drugs/fda/salic-2-salicylic-acid-gel
13,Drug Type: HUMAN OTC DRUG,Salicylic Acid,MEDICATED PLANTAR WART REMOVER,HUMAN OTC DRUG,TOPICAL,PATCH,"Get an overview of SALICYLIC ACID (medicated plantar wart remover patch), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic Acid can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic Acid.",https://www.healthgrades.com/drugs/feed/salicylic-acid
14,Drug Type: HUMAN OTC DRUG,Salicylic acid,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,CREAM,"Get an overview of SALICYLIC ACID (cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic acid can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic acid.",https://www.healthgrades.com/drugs/fda/salicylic-acid-cream
15,Drug Type: HUMAN OTC DRUG,Salicylic acid,LIQUID WART REMOVER,HUMAN OTC DRUG,TOPICAL,LIQUID,"Get an overview of SALICYLIC ACID (liquid wart remover liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic acid can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic acid.",https://www.healthgrades.com/drugs/fda/salicylic-acid-liquid-wart-remover-liquid
16,Drug Type: HUMAN OTC DRUG,Salicylic Acid,ONE STEP WART REMOVER,HUMAN OTC DRUG,TOPICAL,PLASTER,"Get an overview of SALICYLIC ACID (one step wart remover plaster), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic Acid can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic Acid.",https://www.healthgrades.com/drugs/fda/salicylic-acid-one-step-wart-remover-plaster
17,Drug Type: HUMAN OTC DRUG,Salicylic Acid,WART REMOVER GEL PEN,HUMAN OTC DRUG,TOPICAL,GEL,"Get an overview of SALICYLIC ACID (wart remover gel pen gel), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic Acid can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic Acid.",https://www.healthgrades.com/drugs/fda/salicylic-acid-wart-remover-gel-pen-gel
18,Drug Type: HUMAN OTC DRUG,Salicylic Acid Corn Remover,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,STRIP,"Get an overview of SALICYLIC ACID CORN REMOVER (salicylic acid strip), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salicylic Acid Corn Remover can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salicylic Acid Corn Remover.",https://www.healthgrades.com/drugs/fda/salicylic-acid-corn-remover-salicylic-acid-strip
19,Drug Type: HUMAN OTC DRUG,SALICYLIC ACID WART REMOVER,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,STRIP,"Get an overview of SALICYLIC ACID WART REMOVER (salicylic acid strip), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SALICYLIC ACID WART REMOVER can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SALICYLIC ACID WART REMOVER.",https://www.healthgrades.com/drugs/fda/salicylic-acid-wart-remover-salicylic-acid-strip
20,Drug Type: HUMAN OTC DRUG,Saline,SALINE,HUMAN OTC DRUG,NASAL,SPRAY,"Get an overview of SALINE (spray), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Saline can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Saline.",https://www.healthgrades.com/drugs/fda/saline-spray
21,Drug Type: HUMAN OTC DRUG,Sally Hansen No More Fungus,UNDECYLENIC ACID,HUMAN OTC DRUG,TOPICAL,LIQUID,"Get an overview of SALLY HANSEN NO MORE FUNGUS (undecylenic acid liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sally Hansen No More Fungus can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sally Hansen No More Fungus.",https://www.healthgrades.com/drugs/fda/sally-hansen-no-more-fungus-undecylenic-acid-liquid
22,Drug Type: HUMAN OTC DRUG,Sally Hansen Ouch-Relief Numbing Wipes,BENZOCAINE,HUMAN OTC DRUG,TOPICAL,CLOTH,"Get an overview of SALLY HANSEN OUCH-RELIEF NUMBING WIPES (benzocaine cloth), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sally Hansen Ouch-Relief Numbing Wipes can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sally Hansen Ouch-Relief Numbing Wipes.",https://www.healthgrades.com/drugs/fda/sally-hansen-ouch-relief-numbing-wipes-benzocaine-cloth
23,Drug Type: HUMAN OTC DRUG,Sallys Box Secret Garden Olive Oil Ampoule Mask,DIMETHICONE,HUMAN OTC DRUG,NA,TOPICAL,"Get an overview of SALLYS BOX SECRET GARDEN OLIVE OIL AMPOULE MASK (dimethicone cream), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sallys Box Secret Garden Olive Oil Ampoule Mask can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sallys Box Secret Garden Olive Oil Ampoule Mask.",https://www.healthgrades.com/drugs/fda/sallys-box-secret-garden-olive-oil-ampoule-mask-dimethicone-cream
24,Drug Type: HUMAN OTC DRUG,Salonpas Arthritis Pain,"MENTHOL, METHYL SALICYLATE",HUMAN OTC DRUG,"TOPICAL, PERCUTANEOUS, TRANSDERMAL",PATCH,"Get an overview of SALONPAS ARTHRITIS PAIN (menthol, methyl salicylate patch), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salonpas Arthritis Pain can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salonpas Arthritis Pain.",https://www.healthgrades.com/drugs/fda/salonpas-arthritis-pain-menthol-methyl-salicylate-patch
25,Drug Type: HUMAN OTC DRUG,Salonpas Pain Relief,"MENTHOL, METHYL SALICYLATE",HUMAN OTC DRUG,"TOPICAL, PERCUTANEOUS, TRANSDERMAL",PATCH,"Get an overview of SALONPAS PAIN RELIEF (menthol, methyl salicylate patch), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Salonpas Pain Relief can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Salonpas Pain Relief.",https://www.healthgrades.com/drugs/fda/salonpas-pain-relief-menthol-methyl-salicylate-patch
26,Drug Type: HUMAN OTC DRUG,Sambrosa Nighttime,DOXYLAMINE SUCCINATE,HUMAN OTC DRUG,ORAL,SYRUP,"Get an overview of SAMBROSA NIGHTTIME (doxylamine succinate syrup), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sambrosa Nighttime can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sambrosa Nighttime.",https://www.healthgrades.com/drugs/fda/sambrosa-nighttime-doxylamine-succinate-syrup
27,Drug Type: HUMAN PRESCRIPTION DRUG,SAMSCA,TOLVAPTAN,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SAMSCA (tolvaptan tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SAMSCA can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SAMSCA.",https://www.healthgrades.com/drugs/fda/samsca-tolvaptan-tablet
28,Drug Type: HUMAN OTC DRUG,Sanaflu Xtra,"ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE",HUMAN OTC DRUG,ORAL,"CAPSULE, GELATIN COATED","Get an overview of SANAFLU XTRA (acetaminophen, chlorpheniramine maleate, dextromethorphan hydrobromide, phenylephrine hydrochloride capsule, gelatin coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sanaflu Xtra can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sanaflu Xtra.",https://www.healthgrades.com/drugs/fda/sanaflu-xtra-acetaminophen-chlorpheniramine-maleate-dextromethorphan-hydrobromide-phenylephrine-hydrochloride-capsule-gelatin-coated
29,Drug Type: HUMAN OTC DRUG,SanaTos Children Cough and Congestion Cherry,DEXTROMETHORPHAN HBR AND GUAIFENESIN,HUMAN OTC DRUG,ORAL,LIQUID,"Get an overview of SANATOS CHILDREN COUGH AND CONGESTION CHERRY (dextromethorphan hbr and guaifenesin liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SanaTos Children Cough and Congestion Cherry can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SanaTos Children Cough and Congestion Cherry.",https://www.healthgrades.com/drugs/fda/sanatos-children-cough-and-congestion-cherry-dextromethorphan-hbr-and-guaifenesin-liquid
30,Drug Type: HUMAN OTC DRUG,SanaTos Childrens Mucus Relief Cough,DEXTROMETHORPHAN HYDROBROMIDE AND GUAIFENESIN,HUMAN OTC DRUG,ORAL,LIQUID,"Get an overview of SANATOS CHILDRENS MUCUS RELIEF COUGH (dextromethorphan hydrobromide and guaifenesin liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SanaTos Childrens Mucus Relief Cough can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SanaTos Childrens Mucus Relief Cough.",https://www.healthgrades.com/drugs/fda/sanatos-childrens-mucus-relief-cough-dextromethorphan-hydrobromide-and-guaifenesin-liquid
31,Drug Type: HUMAN OTC DRUG,Sanatos Lozenges,MENTHOL,HUMAN OTC DRUG,ORAL,LOZENGE,"Get an overview of SANATOS LOZENGES (menthol lozenge), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sanatos Lozenges can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sanatos Lozenges.",https://www.healthgrades.com/drugs/fda/sanatos-lozenges-menthol-lozenge
32,Drug Type: HUMAN OTC DRUG,Sanatos Multi Symptom Daytime,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCI",HUMAN OTC DRUG,ORAL,LIQUID,"Get an overview of SANATOS MULTI SYMPTOM DAYTIME (acetaminophen, dextromethorphan hbr, phenylephrine hci liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sanatos Multi Symptom Daytime can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sanatos Multi Symptom Daytime.",https://www.healthgrades.com/drugs/fda/sanatos-multi-symptom-daytime-acetaminophen-dextromethorphan-hbr-phenylephrine-hci-liquid
33,Drug Type: HUMAN OTC DRUG,Sanatos Nighttime Multi Symptoms,"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",HUMAN OTC DRUG,ORAL,LIQUID,"Get an overview of SANATOS NIGHTTIME MULTI SYMPTOMS (acetaminophen, dextromethorphan hbr, doxylamine succinate liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sanatos Nighttime Multi Symptoms can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sanatos Nighttime Multi Symptoms.",https://www.healthgrades.com/drugs/fda/sanatos-nighttime-multi-symptoms-acetaminophen-dextromethorphan-hbr-doxylamine-succinate-liquid
34,Drug Type: HUMAN OTC DRUG,SanaTos Severe Cold and Cough Day Time,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, AND PHENYLEPHRINE HYDROCHLORIDE",HUMAN OTC DRUG,ORAL,"GRANULE, FOR SOLUTION","Get an overview of SANATOS SEVERE COLD AND COUGH DAY TIME (acetaminophen, dextromethorphan hydrobromide, and phenylephrine hydrochloride granule, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SanaTos Severe Cold and Cough Day Time can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SanaTos Severe Cold and Cough Day Time.",https://www.healthgrades.com/drugs/fda/sanatos-severe-cold-and-cough-day-time-acetaminophen-dextromethorphan-hydrobromide-and-phenylephrine-hydrochloride-granule-for-solution
35,Drug Type: HUMAN OTC DRUG,SanaTos Severe Cold and Cough Nighttime,"ACETAMINOPHEN, DIPHENHYDRAMINE HYDROCHLORIDE, AND PHENYLEPHRINE HYDROCHLORIDE",HUMAN OTC DRUG,ORAL,"GRANULE, FOR SOLUTION","Get an overview of SANATOS SEVERE COLD AND COUGH NIGHTTIME (acetaminophen, diphenhydramine hydrochloride, and phenylephrine hydrochloride granule, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SanaTos Severe Cold and Cough Nighttime can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SanaTos Severe Cold and Cough Nighttime.",https://www.healthgrades.com/drugs/fda/sanatos-severe-cold-and-cough-nighttime-acetaminophen-diphenhydramine-hydrochloride-and-phenylephrine-hydrochloride-granule-for-solution
36,Drug Type: HUMAN PRESCRIPTION DRUG,Sancuso,GRANISETRON,HUMAN PRESCRIPTION DRUG,TRANSDERMAL,PATCH,"Get an overview of SANCUSO (granisetron patch), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sancuso can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sancuso.",https://www.healthgrades.com/drugs/feed/sancuso
37,Drug Type: HUMAN PRESCRIPTION DRUG,Sandimmune,CYCLOSPORINE,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,"Get an overview of SANDIMMUNE (cyclosporine solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sandimmune can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sandimmune.",https://www.healthgrades.com/drugs/feed/sandimmune
38,Drug Type: HUMAN PRESCRIPTION DRUG,Sandostatin,OCTREOTIDE ACETATE,HUMAN PRESCRIPTION DRUG,NA,"INTRAVENOUS, SUBCUTANEOUS","Get an overview of SANDOSTATIN (octreotide acetate injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sandostatin can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sandostatin.",https://www.healthgrades.com/drugs/fda/sandostatin-octreotide-acetate-injection-solution
39,Drug Type: HUMAN PRESCRIPTION DRUG,SAPHRIS,ASENAPINE MALEATE,HUMAN PRESCRIPTION DRUG,SUBLINGUAL,TABLET,"Get an overview of SAPHRIS (asenapine maleate tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SAPHRIS can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SAPHRIS.",https://www.healthgrades.com/drugs/fda/saphris-asenapine-maleate-tablet
40,Drug Type: HUMAN PRESCRIPTION DRUG,Sapropterin Dihydrochloride,SAPROPTERIN DIHYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SAPROPTERIN DIHYDROCHLORIDE (tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sapropterin Dihydrochloride can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sapropterin Dihydrochloride.",https://www.healthgrades.com/drugs/fda/sapropterin-dihydrochloride-tablet
41,Drug Type: HUMAN PRESCRIPTION DRUG,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,"POWDER, FOR SOLUTION","Get an overview of SAPROPTERIN DIHYDROCHLORIDE (powder, for solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SAPROPTERIN DIHYDROCHLORIDE can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SAPROPTERIN DIHYDROCHLORIDE.",https://www.healthgrades.com/drugs/fda/sapropterin-dihydrochloride-powder-for-solution
42,Drug Type: HUMAN PRESCRIPTION DRUG,SARAFEM,FLUOXETINE HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,"Get an overview of SARAFEM (fluoxetine hydrochloride tablet), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SARAFEM can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SARAFEM.",https://www.healthgrades.com/drugs/feed/sarafem
43,Drug Type: HUMAN OTC DRUG,Sato Clear,NAPHAZOLINE HYDROCHLORIDE,HUMAN OTC DRUG,NA,OPHTHALMIC,"Get an overview of SATO CLEAR (naphazoline hydrochloride solution/ drops), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Sato Clear can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Sato Clear.",https://www.healthgrades.com/drugs/fda/sato-clear-naphazoline-hydrochloride-solution-drops
44,Drug Type: HUMAN OTC DRUG,Satos Corn and Callus Remover,SALICYLIC ACID,HUMAN OTC DRUG,NA,TOPICAL,"Get an overview of SATOS CORN AND CALLUS REMOVER (salicylic acid liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Satos Corn and Callus Remover can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Satos Corn and Callus Remover.",https://www.healthgrades.com/drugs/fda/satos-corn-and-callus-remover-salicylic-acid-liquid
45,Drug Type: HUMAN PRESCRIPTION DRUG,SAVAYSA,EDOXABAN TOSYLATE,HUMAN PRESCRIPTION DRUG,NA,ORAL,"Get an overview of SAVAYSA (edoxaban tosylate tablet, film coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in SAVAYSA can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as SAVAYSA.",https://www.healthgrades.com/drugs/fda/savaysa-edoxaban-tosylate-tablet-film-coated
46,Drug Type: HUMAN PRESCRIPTION DRUG,Savella,MILNACIPRAN HYDROCHLORIDE,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, FILM COATED","Get an overview of SAVELLA (milnacipran hydrochloride tablet, film coated), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Savella can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Savella.",https://www.healthgrades.com/drugs/fda/savella-milnacipran-hydrochloride-tablet-film-coated
47,Drug Type: HUMAN PRESCRIPTION DRUG,Saxenda,LIRAGLUTIDE,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,"INJECTION, SOLUTION","Get an overview of SAXENDA (liraglutide injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Saxenda can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Saxenda.",https://www.healthgrades.com/drugs/feed/saxenda
48,Drug Type: HUMAN OTC DRUG,Scalpicin 2 in 1,SALICYLIC ACID,HUMAN OTC DRUG,TOPICAL,LIQUID,"Get an overview of SCALPICIN 2 IN 1 (salicylic acid liquid), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Scalpicin 2 in 1 can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Scalpicin 2 in 1.",https://www.healthgrades.com/drugs/fda/scalpicin-2-in-1-salicylic-acid-liquid
49,Drug Type: HUMAN PRESCRIPTION DRUG,Scandonest 2% L,MEPIVACAINE HYDROCHLORIDE AND LEVONORDEFRIN,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,"INJECTION, SOLUTION","Get an overview of SCANDONEST 2% L (mepivacaine hydrochloride and levonordefrin injection, solution), including its generic name, formulation (i.e. pill, oral solution, injection, inhaled medicine) and why it’s used. The medication in Scandonest 2% L can be sold under different names.

Refer to the “Also Known As” section to reference different products that include the same medication as Scandonest 2% L.",https://www.healthgrades.com/drugs/fda/scandonest-2-l-mepivacaine-hydrochloride-and-levonordefrin-injection-solution
